FIELD	KIND	PATH	LINE	COLUMN	VARIABLE	EXPRESSION	SOURCE
sUserName	read	mbutils/mbuser.c	214	18	usr	usr.sUserName	if (!strcmp(usr.sUserName, CFG.sysop_name) && !strcmp(usr.Name, CFG.sysop))
sUserName	read	mbutils/mbuser.c	274	9	usr	usr.sUserName[0]	(usr.sUserName[0] != '\0') && (!usr.NeverDelete)) {
sUserName	read	mbutils/mbuser.c	275	31	usr	usr.sUserName	"Syslog('+', ""Mark user %s"", usr.sUserName);"
sUserName	read	mbutils/mbuser.c	277	32	usr	usr.sUserName	"printf(""Mark user %s\n"", usr.sUserName);"
sUserName	read	unix/mblogin.c	605	24	usrconfig	usrconfig.sUserName	if ((strcasecmp(usrconfig.sUserName, username) == 0) ||
sUserName	read-write	lib/jammsg.c	144	25	_usr	_usr.sUserName	mycrc = StringCRC32(tl(_usr.sUserName));
sUserName	read-write	lib/jammsg.c	834	31	_usr	_usr.sUserName	mycrc = StringCRC32(tl(_usr.sUserName));
sUserName	read-write	lib/jammsg.c	850	31	_usr	_usr.sUserName	mycrc = StringCRC32(tl(_usr.sUserName));
sUserName	read-write	mbsebbs/mail.c	2460	21	usrconfig	usrconfig.sUserName	if (StringCRC32(tl(usrconfig.sUserName)) == Crc) {
sUserName	write	fortytwo-auth/src/legacy_userdb_provision.c	415	12	record	record->sUserName	memcpy(record->sUserName, registration->display_name,
sUserName	write	mbsebbs/newuser.c	192	12	usrconfig	usrconfig.sUserName	strcpy(usrconfig.sUserName, FullName);
sUserName	write	mbsetup/m_users.c	144	5	user	user->sUserName[sizeof(user->sUserName) - 1]	user->sUserName[sizeof(user->sUserName) - 1] = '\0';
sUserName	write	mbsetup/m_users.c	847	26	usrconfig	usrconfig.sUserName	"case 1:	E_STR(  6,17,35,usrconfig.sUserName,      ""The ^First and Last name^ of this user""); break;"
sVoicePhone	read	mbsebbs/change.c	654	43	exitinfo	exitinfo.sVoicePhone	"Syslog('+', ""Old voice phone \""%s\"""", exitinfo.sVoicePhone);"
sVoicePhone	read	mbsebbs/change.c	676	43	exitinfo	exitinfo.sVoicePhone	"Syslog('+', ""New voice phone \""%s\"""", exitinfo.sVoicePhone);"
sVoicePhone	read	mbsebbs/dispfile.c	440	28	exitinfo	exitinfo.sVoicePhone	"snprintf(temp, 81, ""%s"", exitinfo.sVoicePhone);"
sVoicePhone	read	mbsebbs/door.c	225	28	exitinfo	exitinfo.sVoicePhone	"fprintf(fp, ""%s\r\n"", exitinfo.sVoicePhone);"
sVoicePhone	read	mbsebbs/newuser.c	239	32	usrconfig	usrconfig.sVoicePhone	strcpy(usrconfig.sDataPhone, usrconfig.sVoicePhone);
sVoicePhone	read	mbsebbs/newuser.c	916	29	u	u.sVoicePhone	if ((strlen(u.sVoicePhone) && (strcmp(u.sVoicePhone, Number) == 0)) ||
sVoicePhone	read	mbsebbs/newuser.c	916	55	u	u.sVoicePhone	if ((strlen(u.sVoicePhone) && (strcmp(u.sVoicePhone, Number) == 0)) ||
sVoicePhone	read	mbsebbs/newuser.c	919	95	u	u.sVoicePhone	"Syslog('b', ""Dupe phones ref: \""%s\"" voice: \""%s\"" data: \""%s\"""", Number, u.sVoicePhone, u.sDataPhone);"
sVoicePhone	read	mbsetup/m_users.c	604	21	usrconfig	usrconfig.sVoicePhone	show_str(11,17,19, usrconfig.sVoicePhone);
sVoicePhone	read	mbsetup/m_users.c	1099	46	usrconfig	usrconfig.sVoicePhone	"add_webtable(wp, (char *)""Voice phone"", usrconfig.sVoicePhone);"
sVoicePhone	write	mbsebbs/change.c	671	13	exitinfo	exitinfo.sVoicePhone	strcpy(exitinfo.sVoicePhone, temp);
sVoicePhone	write	mbsebbs/newuser.c	216	10	usrconfig	usrconfig.sVoicePhone	strcpy(usrconfig.sVoicePhone, temp);
sVoicePhone	write	mbsetup/m_users.c	146	5	user	user->sVoicePhone[sizeof(user->sVoicePhone) - 1]	user->sVoicePhone[sizeof(user->sVoicePhone) - 1] = '\0';
sVoicePhone	write	mbsetup/m_users.c	646	37	usrconfig	usrconfig.sVoicePhone	"case 6: E_STR(11,17,16, usrconfig.sVoicePhone, ""The ^Voice Phone^ number of this user""); break;"
tFirstLoginDate	read	mbsebbs/dispfile.c	452	42	exitinfo	exitinfo.tFirstLoginDate	"snprintf(temp, 81, ""%s %s"", StrDateDMY(exitinfo.tFirstLoginDate), StrTimeHMS(exitinfo.tFirstLoginDate));"
tFirstLoginDate	read	mbsebbs/dispfile.c	452	80	exitinfo	exitinfo.tFirstLoginDate	"snprintf(temp, 81, ""%s %s"", StrDateDMY(exitinfo.tFirstLoginDate), StrTimeHMS(exitinfo.tFirstLoginDate));"
tFirstLoginDate	read	mbsetup/m_users.c	521	8	usrconfig	usrconfig.tFirstLoginDate	now = usrconfig.tFirstLoginDate;
tFirstLoginDate	read	mbsetup/m_users.c	1067	19	usrconfig	usrconfig.tFirstLoginDate	tt = (time_t)usrconfig.tFirstLoginDate;
tFirstLoginDate	read	mbutils/mbuser.c	266	10	usr	usr.tFirstLoginDate	Last = usr.tFirstLoginDate;
tFirstLoginDate	write	fortytwo-auth/src/legacy_userdb_provision.c	425	5	record	record->tFirstLoginDate	record->tFirstLoginDate = (int32_t)registration->registered_at;
tFirstLoginDate	write	mbsebbs/newuser.c	400	5	usrconfig	usrconfig.tFirstLoginDate	usrconfig.tFirstLoginDate = ltime; /* Set first login date to current date */
tLastLoginDate	read	mbsebbs/door.c	230	34	exitinfo	exitinfo.tLastLoginDate	"fprintf(fp, ""%s\r\n"", Gdate(exitinfo.tLastLoginDate, Y2Kdoorsys));"
tLastLoginDate	read	mbsebbs/door.c	260	34	exitinfo	exitinfo.tLastLoginDate	"fprintf(fp, ""%s\r\n"", Gdate(exitinfo.tLastLoginDate, Y2Kdoorsys)); /* Last newfiles scan date */"
tLastLoginDate	read	mbsebbs/user.c	426	26	usrconfig	usrconfig.tLastLoginDate	if (((strcmp(StrDateDMY(usrconfig.tLastLoginDate), temp)) != 0) || IsNew) {
tLastLoginDate	read	mbsebbs/user.c	459	50	usrconfig	usrconfig.tLastLoginDate	"snprintf(LastLoginDate, 12, ""%s"", StrDateDMY(usrconfig.tLastLoginDate));"
tLastLoginDate	read	mbsebbs/user.c	460	49	usrconfig	usrconfig.tLastLoginDate	"snprintf(LastLoginTime, 9, ""%s"", StrTimeHMS(usrconfig.tLastLoginDate));"
tLastLoginDate	read	mbsebbs/user.c	461	17	usrconfig	usrconfig.tLastLoginDate	LastLogin = usrconfig.tLastLoginDate;
tLastLoginDate	read	mbsebbs/userlist.c	116	68	u	u.tLastLoginDate	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
tLastLoginDate	read	mbsebbs/userlist.c	137	67	u	u.tLastLoginDate	"snprintf(msg, 81, ""%-30s%-14s%-10d"", u.sLocation, StrDateDMY(u.tLastLoginDate), u.iTotalCalls);"
tLastLoginDate	read	mbsetup/m_users.c	525	8	usrconfig	usrconfig.tLastLoginDate	now = usrconfig.tLastLoginDate;
tLastLoginDate	read	mbsetup/m_users.c	1069	19	usrconfig	usrconfig.tLastLoginDate	tt = (time_t)usrconfig.tLastLoginDate;
tLastLoginDate	read	mbutils/mbuser.c	268	10	usr	usr.tLastLoginDate	Last = usr.tLastLoginDate;
tLastLoginDate	write	fortytwo-auth/src/legacy_userdb_provision.c	426	5	record	record->tLastLoginDate	record->tLastLoginDate = 0;
tLastLoginDate	write	mbnntp/auth.c	191	5	usrconfig	usrconfig.tLastLoginDate	usrconfig.tLastLoginDate = time(NULL);
tLastLoginDate	write	mbsebbs/newuser.c	401	5	usrconfig	usrconfig.tLastLoginDate	usrconfig.tLastLoginDate = (time_t)0; /* To force setting new limits */
tLastLoginDate	write	mbsebbs/user.c	462	5	usrconfig	usrconfig.tLastLoginDate	usrconfig.tLastLoginDate = ltime; /* Set current login to current date */
tLastPwdChange	read	mbsetup/m_users.c	529	8	usrconfig	usrconfig.tLastPwdChange	now = usrconfig.tLastPwdChange;
tLastPwdChange	read	mbsetup/m_users.c	1071	19	usrconfig	usrconfig.tLastPwdChange	tt = (time_t)usrconfig.tLastPwdChange;
tLastPwdChange	write	fortytwo-auth/src/legacy_userdb_provision.c	441	5	record	record->tLastPwdChange	record->tLastPwdChange = (int32_t)registration->registered_at;
tLastPwdChange	write	mbsebbs/change.c	224	6	exitinfo	exitinfo.tLastPwdChange	exitinfo.tLastPwdChange = time(NULL);
tLastPwdChange	write	mbsebbs/newuser.c	458	5	usrconfig	usrconfig.tLastPwdChange	usrconfig.tLastPwdChange  = ltime; /* Days Since Last Password Change */
xPassword	read	fortytwo-auth/src/legacy_userdb_provision.c	462	13	record	record->xPassword	record->xPassword != 0U) {
xPassword	read	fortytwo-auth/src/legacy_userdb_provision.c	2381	12	record	record.xPassword	record.xPassword == 0U && password_zero;
xPassword	write	fortytwo-auth/src/legacy_userdb_provision.c	424	5	record	record->xPassword	record->xPassword = 0U;
